"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url","image_url","location"
"Wed Dec 06 09:30:01 +0000 2023","1732331548588802480","Yang sorenya indah  ditemani senja yang cantik Wajib banget dinikmati di Mie Gacoan  Tag orangnya yang mau kalian ajak ke Mie Gacoan sore hari !!! 😉  📸:@/naninabila01 https://t.co/Cm9oOi8COr","0","0","0","1","in","1363755506678992899","1732331548588802480","mie_gacoan","https://twitter.com/mie_gacoan/status/1732331548588802480","https://pbs.twimg.com/media/GApScGZboAA-Jbf.jpg",""
"Fri Dec 08 13:40:24 +0000 2023","1733119335361847398","Hal yang paling bikin kalian seneng?","0","7","0","0","in","1363755506678992899","1733119335361847398","mie_gacoan","https://twitter.com/mie_gacoan/status/1733119335361847398","",""
"Thu Dec 07 13:38:15 +0000 2023","1732756409161511091","Malem-malem overthinking sendiri  Beli Gacoan apa beli A ya  Beli Gacoan apa beli B ya   Endingnya tetep sama beli Gacoan juga 😜😋","0","2","0","2","in","1363755506678992899","1732756409161511091","mie_gacoan","https://twitter.com/mie_gacoan/status/1732756409161511091","",""
"Sat Dec 09 01:11:23 +0000 2023","1733293228919812525","@AbimBe21 @Rianardhyan @niatnyasihgitu Siap bos 🤩  https://t.co/IEZcLbxdw3","0","0","0","0","in","1363755506678992899","1693935189268001012","mie_gacoan","https://twitter.com/mie_gacoan/status/1733293228919812525","",""
"Wed Dec 06 06:32:45 +0000 2023","1732286940140232961","Pesta Gacoan yang auto bikin kalian kenyang🤩  Gacoan Fest dengan menu paket favorite kalian  bisa didapatkan saat Dine-in  Take Away  atau order melalui GoFood  GrabFood  dan ShopeeFood😊  Buruan diorder sekarang !!! Lebih puas  lebih cepet juga pesannya 😁","0","1","0","0","in","1363755506678992899","1732286940140232961","mie_gacoan","https://twitter.com/mie_gacoan/status/1732286940140232961","",""
"Sun Dec 10 05:00:52 +0000 2023","1733713369688092838","Dan candu yang satu ini bersertifikat halal 😌","0","1","0","5","in","1363755506678992899","1733713369688092838","mie_gacoan","https://twitter.com/mie_gacoan/status/1733713369688092838","",""
"Sun Dec 10 01:30:00 +0000 2023","1733660302737084503","Scan sekarang juga!! Caranya kalian buka Google dan tekan icon kamera. Kemudian akan muncul google lens dan arahkan kamera ke barcode hingga muncul link form Customer Care. Kalian bisa beri penilaian tentang beberapa aspek pelayanan @mie_gacoan untuk proses perbaikan kedepannya😉 https://t.co/lTZMdHsT9U","0","0","0","2","in","1363755506678992899","1733660302737084503","mie_gacoan","https://twitter.com/mie_gacoan/status/1733660302737084503","https://pbs.twimg.com/media/GAz-rLoaMAAn5y8.jpg",""
"Tue Dec 05 11:21:19 +0000 2023","1731997170327253300","Kalau hujan-hujan sukanya pesen minuman Es atau Hot gaess?","0","4","0","2","in","1363755506678992899","1731997170327253300","mie_gacoan","https://twitter.com/mie_gacoan/status/1731997170327253300","",""
"Fri Dec 08 07:24:41 +0000 2023","1733024784689320227","@ramzlee Mimin tunggu yaa 😉  https://t.co/hO7rbiHf3A","0","0","0","0","in","1363755506678992899","1721666422835954042","mie_gacoan","https://twitter.com/mie_gacoan/status/1733024784689320227","",""
"Sat Dec 09 01:13:11 +0000 2023","1733293682772816212","@dd00iyo Mimin tunggu ya 😊  https://t.co/IEZcLbxdw3","0","0","0","0","in","1363755506678992899","1674052368772784128","mie_gacoan","https://twitter.com/mie_gacoan/status/1733293682772816212","",""
"Fri Dec 08 13:33:23 +0000 2023","1733117572323922426","@jkjeonna Besok mimin yang nungguin 😊  https://t.co/5WKGLEjDTZ","0","1","0","0","in","1363755506678992899","1730517708217926017","mie_gacoan","https://twitter.com/mie_gacoan/status/1733117572323922426","",""
"Sun Dec 10 09:00:01 +0000 2023","1733773553462333940","Sore hari mimin bawa kabar buat warga Tasikmalaya nih😌  Kosongin hari kamis buat ke Grand Opening Mie Gacoan yuk 🗓️ Kamis  14 Desember 2023 🕗 08.00 - 23.00 WIB 🏡 Jl. Siliwangi  Tugujaya  Cihideung ✅ Dine-in  take away  GrabFood  ShopeeFood dan GoFood  #GacoanTasikmalaya😉 https://t.co/ZIoppxVAzN","0","3","0","2","in","1363755506678992899","1733773553462333940","mie_gacoan","https://twitter.com/mie_gacoan/status/1733773553462333940","https://pbs.twimg.com/media/GAz3RzzbAAAz_Vs.jpg",""
"Thu Dec 07 13:27:14 +0000 2023","1732753636718227649","@naeema_sabiya @chiaveteee @convomf Mimin masukin list nih https://t.co/zxvbNYjMFt","0","0","0","0","in","1363755506678992899","1732606313245643026","mie_gacoan","https://twitter.com/mie_gacoan/status/1732753636718227649","https://pbs.twimg.com/tweet_video_thumb/GAv6PpVbAAAGTle.jpg",""
"Sat Dec 09 01:10:10 +0000 2023","1733292922442060274","Cabang baru lagi di Pulau Sumatera🥳  Yuk datang ke Grand Opening Mie Gacoan Binjai hari ini  🗓 Sabtu  9 Desember 2023 🕗 08.00-23.30 WIB 🏡 Jl. Soekarno Hatta  Timbang Langkat  Kec. Binjai Tim.  Kota Binjai ✅️ Dine In  Take away  GrabFood  ShopeeFood &amp; GoFood  #GacoanBinjai😉 https://t.co/npyuhjyfCd","1","1","0","1","in","1363755506678992899","1733292922442060274","mie_gacoan","https://twitter.com/mie_gacoan/status/1733292922442060274","https://pbs.twimg.com/ext_tw_video_thumb/1733292891777470464/pu/img/SmkRZSoVXe2BvXm-.jpg",""
"Thu Dec 07 13:39:36 +0000 2023","1732756748069675402","@leem00ntae Jadi yaaaa 🥹","0","1","0","0","in","1363755506678992899","1732755227873571082","mie_gacoan","https://twitter.com/mie_gacoan/status/1732756748069675402","",""
"Sat Dec 09 01:12:55 +0000 2023","1733293613181022464","@raha35335786 Siap 🤩  https://t.co/IEZcLbxdw3","0","0","0","0","in","1363755506678992899","1674052368772784128","mie_gacoan","https://twitter.com/mie_gacoan/status/1733293613181022464","",""
"Thu Dec 07 13:01:20 +0000 2023","1732747118149021835","@Dell419 Mimin juga pengen cepet-cepet buka di Batam 🥹  Doain ya semoga segera terlaksana 😊","0","1","0","0","in","1363755506678992899","1732358360589357414","mie_gacoan","https://twitter.com/mie_gacoan/status/1732747118149021835","",""
"Sun Dec 10 04:57:46 +0000 2023","1733712586439528916","@FOODFESS2 Karena dibuat dengan cinta 😌🤩","1","9","1","15","in","1363755506678992899","1733695388488741025","mie_gacoan","https://twitter.com/mie_gacoan/status/1733712586439528916","",""
"Fri Dec 08 09:30:00 +0000 2023","1733056322180985017","Siapa yang nggak sabaran buat nunggu hadirnya Mie Gacoan di Ciamis?🙋‍♂️  Bisa nih weekend kali ini ke cabang baru Mie Gacoan Ciamis 🗓️ Sabtu  9 Desember 2023 🕗 08.00-23.00 WIB 🏡 Jl. Jend. Ahmad Yani no.45 - 47 ✅ Dine-in  take away  GrabFood  ShopeeFood &amp; GoFood  #GacoanCiamis😉 https://t.co/xWT9sj1Q0I","1","1","0","0","in","1363755506678992899","1733056322180985017","mie_gacoan","https://twitter.com/mie_gacoan/status/1733056322180985017","https://pbs.twimg.com/media/GAz1Ay_a8AA8KNh.jpg",""
"Tue Dec 05 12:35:04 +0000 2023","1732015731741716653","@vdkryoose Wehhh siap-siap mimin catet dulu ya kak   Salam buat temennya ya 😉","0","1","0","0","in","1363755506678992899","1732006187628184039","mie_gacoan","https://twitter.com/mie_gacoan/status/1732015731741716653","",""
"Sun Dec 10 03:24:39 +0000 2023","1733689155346129168","@knaracakes Siyaaaap... Mimin masukin list dulu ya 😊😉","1","1","0","0","in","1363755506678992899","1733462949313106295","mie_gacoan","https://twitter.com/mie_gacoan/status/1733689155346129168","",""
"Mon Dec 04 06:17:30 +0000 2023","1731558326184632784","Jumat ini ada cabang baru nih di Merr 🥳  Tandain ya gaess tanggal dan jamnya 🗓️ Jumat  8 Desember 2023 🕘 09.00-22.00 WIB 🏡 Jl. Dr. Ir. H. Soekarno no.125 Mulyorejo ✅ Dine-in  take away  GrabFood  ShopeeFood &amp; GoFood  Sstt  bisa banget buat ngedate sama ayang #GacoanSurabaya😉 https://t.co/V2GaI94RGB","0","2","0","1","in","1363755506678992899","1731558326184632784","mie_gacoan","https://twitter.com/mie_gacoan/status/1731558326184632784","https://pbs.twimg.com/media/GAe6c3KawAArDaz.jpg",""
"Sat Dec 09 01:10:54 +0000 2023","1733293109218595156","@spotifiudy Hari ini datang ya 🥹  https://t.co/IEZcLbxdw3","0","0","0","0","in","1363755506678992899","1688131035975053312","mie_gacoan","https://twitter.com/mie_gacoan/status/1733293109218595156","",""
